input_utterance,paraphrase_value,paraphrase_template
i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,Can you help me book a ticket for a flight from Milwaukee to Orlando? My preferred options are either Wednesday evening or Thursday morning.,( S ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ( NP ( PRP$ ) ( VBN ) ( NNS ) ) ( VP ( VBP ) ( NP ) ) ( . ) )
what is the lowest fare from denver to pittsburgh,show me the lowest cost option for flying from Denver to Pittsburgh,( S ( VP ( VB ) ( NP ) ( NP ) ) )
what is the cheapest one way fare from boston to baltimore,What is the most affordable cost for a single trip ticket from Boston to Baltimore?,( SBARQ ( WHNP ( WP ) ) ( VP ( VBZ ) ( NP ) ) ( . ) )
what is the ground transportation from oakland to san francisco,tell me about the ways to get from Oakland to San Francisco by ground transportation,( S ( VP ( VB ) ( NP ) ( PP ) ) )
can i get a rental car in dallas,Are rental cars available in Dallas?,( SQ ( VBP ) ( NP ( JJ ) ( NNS ) ) ( ADJP ( JJ ) ( PP ) ) ( . ) )
what airlines fly between boston and atlanta,can you tell me the names of the airlines that provide service between boston and atlanta,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) )
show me the airlines between boston and denver,show me a list of air carriers that fly between Boston and Denver,( S ( VP ( VB ) ( NP ) ( NP ) ) )
what does ls stand for,can you tell me what ls stands for,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) )
what does dfw mean,please tell me the definition of dfw,( S ( WHNP ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) )
Terminate i-a541 now,Finish i-a541 at once,( S ( VP ( VB ) ( NP ) ( PP ) ) )
Search for cooking videos,Discover culinary videos,( S ( VP ( VB ) ( NP ) ) )
Find most popular photos tagged #LOVE,Find the trendiest images tagged #LOVE,( S ( VP ( VB ) ( S ) ) )
Search for a few nice photos matching Opera House with size 1024px * 768px,"Retrieve a handful of lovely photographs that match Opera House, measuring 1024 pixels in width and 768 pixels in height",( S ( VP ( VB ) ( NP ) ) )
Are the burglar alarms in the office malfunctioning ?,Are the burglar alarms in need of repair or not functioning correctly?,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( VP ( PP ) ( CC ) ( RB ) ( VP ) ) ( . ) )
Is the TV in the house off ?,Is there any activity on the TV in the house?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( . ) )
Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Do you have any suggestions on an affordable hotel near Seattle? I need it for tomorrow and it should be able to accommodate two people.,( S ( SQ ( VBP ) ( NP ) ( VP ) ) ( . ) ( S ( NP ) ( VP ) ) ( CC ) ( S ( NP ) ( VP ) ) ( . ) )
Are there any cheap hotels for 7-day stay somewhere near Riverside,Do you know of any inexpensive places to stay around Riverside for a duration of one week?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( PP ) ) ( . ) )
Send an email to Phil telling her that ''I got you'',Can you send an email to Phil and tell her that I have her back?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VP ) ( CC ) ( VP ) ) ( . ) )
Give me 5 conference articles about text mining,Could you show me 5 conference articles on the topic of text mining?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
I am looking for the latest scientific article related to Machine Learning,I need assistance in finding the most up-to-date scientific paper pertaining to Machine Learning.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ( PP ) ) ( . ) )
Create a comment saying ''Best Voice Ever'',Compose a comment expressing praise for the excellent voice,( S ( VP ( VB ) ( NP ) ) )
Jump to the previous song,Switch to the song played before,( S ( S ( VP ) ) ( VP ( VBD ) ( ADVP ) ) )
Skip to the next song,Skip to the succeeding music,( S ( VP ( VB ) ( PP ) ) )
Where can I upgrade my laptop ?,Do you know any places that offer laptop upgrades?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) )
Could you offer three barbershops in Newtown,Would it be possible to find me three barbershops located in Newtown?,( SQ ( MD ) ( NP ( NP ) ) ( VP ( VB ) ( ADJP ) ( S ) ) ( . ) )
Let me have top three convenience stores near Newtown,Please provide me with a list of the three best convenience stores near Newtown.,( S ( WHNP ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
I want reviews for McDonald's at Kensington st.,Please provide me with the reviews for the McDonald's restaurant on Kensington Street.,( S ( WHNP ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
How far is the closest cab,How close is the nearest cab?,( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( VP ( VBZ ) ( NP ) ) ( . ) )
Request a taxi from the airport to home,Arrange for a taxi to pick me up at the airport and drop me off at home,( S ( VP ( VB ) ( PP ) ( S ) ) )
What is the forecast for Harrison-Crawford State Forest,"I'm curious about the forecast of Harrison-Crawford State Forest, what is it?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SBARQ ) ) ( . ) )"
what is the forecast for colder in Anston,what can you tell me about the expected colder conditions in Anston?,( SBARQ ( WHNP ( WP ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )
How hot is it in Pesotum,I would like to know how hot it is in Pesotum.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033","Do you know any pubs that have Italian dressing and can accommodate a party of five on February 11, 2033?",( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) )
Book a taverna in Equatorial Guinea this month for nine people.,Make a reservation at a taverna in Equatorial Guinea for a group of nine this month.,( S ( VP ( VB ) ( NP ) ( PP ) ( PP ) ( NP ) ) ( . ) )
Book a table for eight people please,Can you help me arrange a table reservation for eight?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) )
Please add Ruud Jolie to my playlist Guest List Polygon,Put Ruud Jolie on the Guest List Polygon playlist,( S ( VP ( VB ) ( NP ) ( PP ) ) )
add this artist named Kirk Hammett to my playlist Party,"put Kirk Hammett, the artist, into my Party playlist",( S ( VP ( VB ) ( NP ) ( PP ) ) )
I want to put a copy of this tune into Skatepark Punks,Is it possible to transfer this track into Skatepark Punks?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( S ( VP ) ) ( . ) )
"I would give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6","The chronicle that I would like to give feedback on is number 4 out of a total of 6, titled With Lee in Virginia.",( S ( NP ( NP ) ( SBAR ) ) ( VP ( VBZ ) ( NP ) ) ( . ) )
Rate this album two out of 6,Can you assign a rating of two out of six to this album?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
Give the current part of the saga 4 points out of 6.,Give this section in the saga a score of 4 out of a possible 6.,( S ( VP ( VB ) ( NP ) ( PP ) ( NP ) ) ( . ) )
Can you play some fifties music by lavern baker,Is it possible to listen to some fifties tunes from the artist Lavern Baker?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( S ( VP ) ) ( . ) )
Play a 1964 track from Shahram Nazeri on Pandora.,Can you play a track from Shahram Nazeri that was recorded in 1964 on Pandora?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) )
Please play me some Satire music,Could you please find and play Satire music?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) )
When is Crime and Punishment U.S.A. showing?,Tell me when Crime and Punishment U.S.A. will be playing?,( S ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) )
find Fox Theatres with The Caretaker,find a screening of The Caretaker at Fox Theatres,( S ( VP ( VB ) ( NP ) ) )
I would like to watch The Wedding Ring at the movie theatre,Where can I see a screening of The Wedding Ring in theaters?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )
I want to read the book The Lion Sleeps Tonight,Is it possible for me to read The Lion Sleeps Tonight book?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) )
find Join the Dots: B-sides and Rarities,find places where I can listen to Join the Dots: B-sides and Rarities,( S ( VP ( VB ) ( NP ) ) )
Where can I buy a used copy of the game called I Lie Around?,Do you have any suggestions on where to buy a used copy of the game named I Lie Around?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) )
please give me the cheapest flight from denver to pittsburgh,Could you help me find the cheapest ticket for a flight from Denver to Pittsburgh?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) )
i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,I'm looking for flights going from Milwaukee to Orlando. I can leave on either Wednesday evening or Thursday morning.,( S ( S ( NP ) ( VP ) ) ( . ) ( S ( NP ) ( VP ) ) ( . ) )
what is the lowest fare from denver to pittsburgh,can you tell me the least expensive fare for a trip between denver and pittsburgh,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) )
what is the cheapest one way fare from boston to baltimore,"I'm looking for the lowest cost for a one-way journey from Boston to Baltimore, can you help me with that?",( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) )
what is the ground transportation from oakland to san francisco,What are the ways to travel by ground from Oakland to San Francisco? ,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBP ) ( NP ) ) ( . ) )
can i get a rental car in dallas,Is there an option to get a rental car in Dallas?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( DT ) ( NN ) ( S ) ) ( . ) )
what airlines fly between boston and atlanta,find me the airline options for traveling between boston and atlanta,( S ( VP ( VB ) ( NP ) ( NP ) ) )
show me the airlines between boston and denver,find me the air carriers connecting Boston and Denver,( S ( VP ( VB ) ( S ) ) )
what does ls stand for,can you tell me what ls stands for,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) )
what does dfw mean,define dfw please,( S ( VP ( VB ) ( NP ) ) )
Terminate i-a541 now,Cease i-a541 at once,( S ( VP ( VB ) ( NP ) ( PP ) ) )
Find most popular photos tagged #LOVE,Locate the most popular photographs labeled #LOVE,( S ( VP ( VB ) ( S ) ) )
Search for a few nice photos matching Opera House with size 1024px * 768px,Locate several nice photos that depict the Opera House. The dimensions should be 1024 by 768 pixels.,( S ( S ( VP ) ) ( . ) ( NP ( DT ) ( NNS ) ) ( VP ( MD ) ( VP ) ) ( . ) )
Are the burglar alarms in the office malfunctioning ?,Do the burglar alarms in the office have a malfunction?,( SQ ( VBP ) ( NP ( DT ) ( NN ) ) ( VP ( NNS ) ( PP ) ) ( VP ( VB ) ( NP ) ) ( . ) )
Is the TV in the house off ?,Can I confirm if the TV within the house is not on?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( SBAR ) ) ( . ) )
Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,I'm looking for an inexpensive accommodation option near Seattle that can accommodate 2 individuals and is available tomorrow.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) )
Are there any cheap hotels for 7-day stay somewhere near Riverside,Are there any reasonably priced accommodations near Riverside that offer a 7-day stay?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) )
Send an email to Phil telling her that ''I got you'',Shoot an email to Phil expressing that ''I am here for you''.,( S ( VP ( VB ) ( NP ) ( PP ) ( S ) ) ( '' ) ( . ) )
Give me 5 conference articles about text mining,Retrieve 5 conference articles that discuss text mining,( S ( VP ( VB ) ( NP ) ) )
I am looking for the latest scientific article related to Machine Learning,Do you have any information on the latest article about Machine Learning in the field of science?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) )
Create a comment saying ''Best Voice Ever'',Craft a statement expressing ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) )
Jump to the previous song,Move to the song that played before this one,( S ( VP ( VB ) ( PP ) ) )
Skip to the next song,Advance to the next music,( NP ( NP ( NN ) ) ( PP ( IN ) ( NP ) ) )
Where can I upgrade my laptop ?,Are there any places nearby that offer laptop upgrades?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) )
Could you offer three barbershops in Newtown,Can you give me information about three barbershops located in Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
Let me have top three convenience stores near Newtown,I am looking for the most popular convenience stores near Newtown. Can you help me find them?,( S ( NP ( PRP ) ) ( VP ( VP ) ( . ) ( SQ ) ) ( . ) )
I want reviews for McDonald's at Kensington st.,I'm interested in getting reviews about the McDonald's branch situated on Kensington street.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( . ) )
How far is the closest cab,Can you tell me the proximity of the nearest taxi?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
Request a taxi from the airport to home,Arrange for a taxi to pick me up at the airport and drop me off at home,( S ( VP ( VB ) ( PP ) ( S ) ) )
What is the forecast for Harrison-Crawford State Forest,Could you provide me with the forecast for Harrison-Crawford State Forest?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
what is the forecast for colder in Anston,what are the predicted conditions in Anston for colder temperatures,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) )
How hot is it in Pesotum,I would like to know how warm it is in Pesotum.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033","Do you have any suggestions for a pub where I can go to celebrate my party with Italian dressing? It will be on February 11, 2033 and there will be five people.",( S ( SQ ( VBP ) ( NP ) ( VP ) ) ( . ) ( S ( NP ) ( VP ) ) ( CC ) ( S ( NP ) ( VP ) ) ( . ) )
Book a taverna in Equatorial Guinea this month for nine people.,"Book a table at an eatery in Equatorial Guinea for the upcoming month, accommodating nine individuals.","( S ( VP ( VB ) ( NP ) ( PP ) ( PP ) ( , ) ( S ) ) ( . ) )"
Book a table for eight people please,Could you help me book a table for eight guests?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) )
Please add Ruud Jolie to my playlist Guest List Polygon,Could you please add Ruud Jolie to my playlist named Guest List Polygon?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( S ) ) ( . ) )
add this artist named Kirk Hammett to my playlist Party,append this musician called Kirk Hammett to my Party playlist,( S ( VP ( VB ) ( NP ) ( PP ) ) )
I want to put a copy of this tune into Skatepark Punks,I'm interested in including this track in Skatepark Punks.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( . ) )
"I would give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6","On a scale from one to six, I would give With Lee in Virginia, A Story of the American Civil War chapter four an evaluation score or four","( S ( PP ( IN ) ( NP ) ) ( , ) ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) )"
Rate this album two out of 6,"On a scale from 1 to 6, how would you rate this album as a two?","( FRAG ( PP ( IN ) ( NP ) ) ( , ) ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )"
Give the current part of the saga 4 points out of 6.,Please assign a rating of 4 out of 6 to this installment in the saga.,( S ( INTJ ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
Can you play some fifties music by lavern baker,Is it possible for you to play some lavern baker songs from the fifties?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) )
Play a 1964 track from Shahram Nazeri on Pandora.,Could you find and play a track by Shahram Nazeri that was released in 1964 on Pandora?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( CC ) ( VB ) ( NP ) ) ( . ) )
Please play me some Satire music,Could you put on some Satire music?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( PRT ) ( NP ) ) ( . ) )
When is Crime and Punishment U.S.A. showing?,I'd like to know the schedule for Crime and Punishment U.S.A.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
find Fox Theatres with The Caretaker,search for movies at Fox Theatre featuring The Caretaker,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) )
I would like to watch The Wedding Ring at the movie theatre,Where can I catch a screening of The Wedding Ring at the movie house?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )
I want to read the book The Lion Sleeps Tonight,I have an urge to go through the pages of The Lion Sleeps Tonight book,( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ) )
find Join the Dots: B-sides and Rarities,find places where I can listen to Join the Dots: B-sides and Rarities,( S ( VP ( VB ) ( NP ) ) )
Where can I buy a used copy of the game called I Lie Around?,Where can I get my hands on a previously owned copy of the game known as I Lie Around?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )
please give me the cheapest flight from denver to pittsburgh,Can you please assist me in locating the least expensive flight option from Denver to Pittsburgh?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) )
i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,Is there availability on flights departing from Milwaukee and arriving in Orlando either on Wednesday evening or Thursday morning?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( . ) )
what is the lowest fare from denver to pittsburgh,find the lowest cost ticket from Denver to Pittsburgh,( S ( VP ( VB ) ( NP ) ) )
what is the cheapest one way fare from boston to baltimore,I need to know the most affordable one-way ticket price for a trip from Boston to Baltimore.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) )
