input_utterance,intent,parameters,utterance_template,source,seed_id,p1,p1_template,p2,p2_template,p3,p3_template
what is the ground transportation from oakland to san francisco,ground_service,"[['fromloc.city_name', 'oakland'], ['toloc.city_name', 'san francisco']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),ATIS,46,How can I get from Oakland to San Francisco by ground transportation?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),Tell me the options for traveling from Oakland to San Francisco via ground transportation.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),What are the ways to travel by ground from Oakland to San Francisco? ,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBP ) ( NP ) ) ( . ) )
can i get a rental car in dallas,ground_service,"[['transport_type', 'rental car'], ['city_name', 'dallas']]",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),ATIS,47,Is it possible for me to rent a car in Dallas?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) ),Can I hire a car in Dallas?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Is there an option to get a rental car in Dallas?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( DT ) ( NN ) ( S ) ) ( . ) )
what airlines fly between boston and atlanta,airline,"[['fromloc.city_name', 'boston'], ['toloc.city_name', 'atlanta']]",( SBAR ( WHNP ( WP ) ) ( S ( NP ) ( VP ) ) ),ATIS,48,which airlines operate flights between boston and atlanta,( SBAR ( WHNP ( WDT ) ) ( S ( NP ) ( VP ) ) ),can you tell me the airlines that offer flights from boston to atlanta,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),find me the airline options for traveling between boston and atlanta,( S ( VP ( VB ) ( NP ) ( NP ) ) )
show me the airlines between boston and denver,airline,"[['fromloc.city_name', 'boston'], ['toloc.city_name', 'denver']]",( S ( VP ( VB ) ( S ) ) ),ATIS,49,display the flights operating between Boston and Denver,( S ( VP ( VB ) ( NP ) ) ),list the airlines that fly from Boston to Denver,( S ( VP ( VB ) ( NP ) ) ),find me the air carriers connecting Boston and Denver,( S ( VP ( VB ) ( S ) ) )
what does ls stand for,abbreviation,"[['meal_code', 'ls']]",( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),ATIS,50,what is the meaning of ls,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),what does the abbreviation ls mean,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),can you tell me what ls stands for,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) )
what does dfw mean,abbreviation,"[['airport_code', 'dfw']]",( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),ATIS,51,what is the meaning of dfw,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),can you tell me what dfw stands for,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ),define dfw please,( S ( VP ( VB ) ( NP ) ) )
Terminate i-a541 now,EndEC2Instance,"[['VM', 'i-a541']]",( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),ParaQuality,1,End i-a541 immediately,( NP ( NP ( NN ) ( NN ) ) ( ADVP ( RB ) ) ),Stop i-a541 now,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),Cease i-a541 at once,( S ( VP ( VB ) ( NP ) ( PP ) ) )
Search for cooking videos,SearchWeb,"[['query', 'cooking videos']]",( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,2,Find videos on cooking,( S ( VP ( VB ) ( NP ) ) ),Look for videos about cooking,( S ( VP ( VB ) ( PP ) ) ),Search for instructional cooking videos,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) )
Find most popular photos tagged #LOVE,SearchWeb,"[['Tag', '#LOVE']]",( S ( S ( VP ) ) ( VP ( VBP ) ) ),ParaQuality,3,Search for the trending images with #LOVE tag,( S ( VP ( VB ) ( PP ) ) ),Discover the top-rated pictures tagged with #LOVE,( S ( VP ( VB ) ( NP ) ) ),Locate the most popular photographs labeled #LOVE,( S ( VP ( VB ) ( S ) ) )
Search for a few nice photos matching Opera House with size 1024px * 768px,SearchWeb,"[['size', '1024px * 768px'], ['query', 'Opera House']]",( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,4,Find some beautiful pictures of the Opera House with a resolution of 1024px * 768px.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Look for a couple of high-quality images that show the Opera House. The size should be 1024 pixels wide and 768 pixels tall.,( S ( S ( VP ) ) ( . ) ( NP ( DT ) ( NN ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Locate several nice photos that depict the Opera House. The dimensions should be 1024 by 768 pixels.,( S ( S ( VP ) ) ( . ) ( NP ( DT ) ( NNS ) ) ( VP ( MD ) ( VP ) ) ( . ) )
Are the burglar alarms in the office malfunctioning ?,CheckDevice,"[['location', 'office']]",( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),ParaQuality,5,Are the alarms in the office not working properly?,( SQ ( VBP ) ( NP ( NP ) ( PP ) ) ( RB ) ( VP ( VBG ) ( ADVP ) ) ( . ) ),Are there any issues with the burglar alarms in the office?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( . ) ),Do the burglar alarms in the office have a malfunction?,( SQ ( VBP ) ( NP ( DT ) ( NN ) ) ( VP ( NNS ) ( PP ) ) ( VP ( VB ) ( NP ) ) ( . ) )
Is the TV in the house off ?,CheckDevice,"[['device', 'TV']]",( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),ParaQuality,6,Has the TV in the house been turned off?,( SQ ( VBZ ) ( NP ( NP ) ( PP ) ) ( VP ( VBN ) ( VP ) ) ( . ) ),Is the television switched off inside the house?,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( VP ( VBN ) ( PRT ) ( PP ) ) ( . ) ),Can I confirm if the TV within the house is not on?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( SBAR ) ) ( . ) )
Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,FindHotel,"[['location', 'Seattle'], ['num_of_guests', '2']]",( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,7,"Do you have any recommendations for a budget-friendly hotel in Seattle for tomorrow night, accommodating 2 people?",( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),Could you suggest an affordable hotel near Seattle for tomorrow's stay with space for 2 guests?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),I'm looking for an inexpensive accommodation option near Seattle that can accommodate 2 individuals and is available tomorrow.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) )
Are there any cheap hotels for 7-day stay somewhere near Riverside,FindHotel,"[['location', 'Riverside'], ['stay_length', '7-day']]",( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( ADVP ( RB ) ( IN ) ( NP ) ) ),ParaQuality,8,I'm looking for affordable accommodations near Riverside for a week-long stay.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),Can you find me budget-friendly hotels close to Riverside where I can stay for 7 days?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),Are there any reasonably priced accommodations near Riverside that offer a 7-day stay?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) )
Send an email to Phil telling her that ''I got you'',SendMail,"[['contact', 'Phil'], ['message', 'I got you']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),ParaQuality,9,Compose an email to Phil and inform her that ''I have your back''.,( S ( VP ( VP ) ( CC ) ( VP ) ) ( '' ) ( . ) ),Drop a mail to Phil stating that ''You can count on me''.,( S ( VP ( VB ) ( NP ) ( PP ) ( S ) ) ( . ) ),Shoot an email to Phil expressing that ''I am here for you''.,( S ( VP ( VB ) ( NP ) ( PP ) ( S ) ) ( '' ) ( . ) )
Give me 5 conference articles about text mining,FindArticles,"[['query', 'text mining'], ['count', '5'], ['article_type', 'conference articles']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ),ParaQuality,10,Find 5 conference papers on the topic of text mining,( S ( VP ( VB ) ( NP ) ( PP ) ) ),Fetch 5 articles from conferences related to text mining,( S ( VP ( VB ) ( NP ) ( PP ) ) ),Retrieve 5 conference articles that discuss text mining,( S ( VP ( VB ) ( NP ) ) )
I am looking for the latest scientific article related to Machine Learning,FindArticles,[],( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),ParaQuality,11,Can you find me the most recent scientific publication about Machine Learning?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I need to find the newest scientific paper that is related to Machine Learning.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),Do you have any information on the latest article about Machine Learning in the field of science?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) )
Create a comment saying ''Best Voice Ever'',CreateComment,"[['value', 'Best Voice Ever']]",( S ( VP ( VB ) ( NP ) ) ( '' ) ),ParaQuality,12,Compose a comment saying ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ),Generate a comment that reads ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) ),Craft a statement expressing ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) )
Jump to the previous song,NavigatePlaylist,[],( S ( VP ( VB ) ( PP ) ) ),ParaQuality,13,Skip to the previous track,( S ( VP ( VB ) ( PP ) ) ),Go back to the previous song,( S ( VP ( VB ) ( ADVP ) ) ),Move to the song that played before this one,( S ( VP ( VB ) ( PP ) ) )
Skip to the next song,NavigatePlaylist,[],( S ( VP ( VB ) ( PP ) ) ),ParaQuality,14,Go to the next track,( S ( VP ( VB ) ( PP ) ) ),Move on to the following song,( S ( VP ( VB ) ( PRT ) ( PP ) ) ),Advance to the next music,( NP ( NP ( NN ) ) ( PP ( IN ) ( NP ) ) )
Where can I upgrade my laptop ?,FindStores,"[['query', 'laptop']]",( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),ParaQuality,15,Can you tell me where I can upgrade my laptop?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) ),I'm wondering where I can go to upgrade my laptop.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),Are there any places nearby that offer laptop upgrades?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) )
Could you offer three barbershops in Newtown,FindStores,"[['location', 'Newtown']]",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ),ParaQuality,16,Please provide me with a list of three barbershops in Newtown.,( S ( WHNP ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),I'm looking for three barbershops in Newtown. Can you help?,( S ( NP ( PRP ) ) ( VP ( VP ) ( . ) ( SQ ) ) ( . ) ),Can you give me information about three barbershops located in Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
Let me have top three convenience stores near Newtown,FindStores,"[['location', 'Newtown'], ['business', 'convenience stores']]",( S ( VP ( VB ) ( S ) ) ),ParaQuality,17,Can you find the best three convenience stores near Newtown for me?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Please show me the top three convenience stores in the Newtown area.,( S ( NP ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I am looking for the most popular convenience stores near Newtown. Can you help me find them?,( S ( NP ( PRP ) ) ( VP ( VP ) ( . ) ( SQ ) ) ( . ) )
I want reviews for McDonald's at Kensington st.,GetReviews,"[['location', 'Kensington st.'], ['business', ""McDonald's""]]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ( PP ) ) ( . ) ),ParaQuality,18,Can you provide me with reviews for the McDonald's located at Kensington street?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Please give me some reviews for the McDonald's restaurant on Kensington street.,( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I'm interested in getting reviews about the McDonald's branch situated on Kensington street.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( . ) )
How far is the closest cab,FindTaxi,[],( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( VP ( VBZ ) ( NP ) ) ),ParaQuality,19,What is the distance to the nearest taxi?,( SBARQ ( WHNP ( WP ) ) ( SQ ( SQ ) ) ( . ) ),How long does it take to reach the closest cab?,( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ( . ) ),Can you tell me the proximity of the nearest taxi?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
Request a taxi from the airport to home,BookTaxi,"[['from', 'airport'], ['to', 'home']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ),ParaQuality,20,Order a taxi from the airport to my house,( S ( VP ( VB ) ( NP ) ( PP ) ( PP ) ) ),Get me a taxi from the airport to my place,( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ),Arrange for a taxi to pick me up at the airport and drop me off at home,( S ( VP ( VB ) ( PP ) ( S ) ) )
What is the forecast for Harrison-Crawford State Forest,GetWeather,"[['geographic_poi', 'Harrison-Crawford State Forest']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),SNIPS,21,Can you tell me the weather forecast for Harrison-Crawford State Forest?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I want to know what the weather will be like in Harrison-Crawford State Forest,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),Could you provide me with the forecast for Harrison-Crawford State Forest?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
what is the forecast for colder in Anston,GetWeather,"[['condition_temperature', 'colder'], ['city', 'Anston']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),SNIPS,22,what is the weather like in Anston for colder temperatures,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),can you tell me the forecast for chilly weather in Anston,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),what are the predicted conditions in Anston for colder temperatures,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) )
How hot is it in Pesotum,GetWeather,"[['condition_temperature', 'hot'], ['city', 'Pesotum']]",( SBARQ ( WHADJP ( WRB ) ( JJ ) ) ( VP ( VBZ ) ( NP ) ( PP ) ) ),SNIPS,23,What is the temperature in Pesotum?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( PP ) ) ( . ) ),Can you tell me the current temperature in Pesotum?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I would like to know how warm it is in Pesotum.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033",BookRestaurant,"[['restaurant_type', 'pub'], ['served_dish', 'italian dressing'], ['party_size_number', '5'], ['timeRange', 'February 11, 2033']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,24,"Can you suggest a pub with Italian dressing available for a party of 5 on February 11, 2033?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"I need recommendations for a pub that serves Italian dressing for a group of 5 people on February 11, 2033.",( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ) ( . ) ),"Do you have any suggestions for a pub where I can go to celebrate my party with Italian dressing? It will be on February 11, 2033 and there will be five people.",( S ( SQ ( VBP ) ( NP ) ( VP ) ) ( . ) ( S ( NP ) ( VP ) ) ( CC ) ( S ( NP ) ( VP ) ) ( . ) )
Book a taverna in Equatorial Guinea this month for nine people.,BookRestaurant,"[['restaurant_type', 'taverna'], ['country', 'Equatorial Guinea'], ['timeRange', 'this month'], ['party_size_number', 'nine']]",( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ( . ) ),SNIPS,25,Reserve a restaurant in Equatorial Guinea for nine people this month.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),Make a reservation at a taverna in Equatorial Guinea for a party of nine this month.,( S ( VP ( VB ) ( NP ) ( PP ) ( PP ) ( NP ) ) ( . ) ),"Book a table at an eatery in Equatorial Guinea for the upcoming month, accommodating nine individuals.","( S ( VP ( VB ) ( NP ) ( PP ) ( PP ) ( , ) ( S ) ) ( . ) )"
Book a table for eight people please,BookRestaurant,"[['party_size_number', 'eight']]",( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),SNIPS,26,"Can you make a reservation for a party of eight, please?","( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ( , ) ( INTJ ) ) ( . ) )","I would like to reserve a table for eight people, if possible.",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Could you help me book a table for eight guests?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) )
Please add Ruud Jolie to my playlist Guest List Polygon,AddToPlaylist,"[['artist', 'Ruud Jolie'], ['playlist_owner', 'my'], ['playlist', 'Guest List Polygon']]",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,27,Can you include Ruud Jolie in my Guest List Polygon playlist?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),I would like to add Ruud Jolie to the playlist called Guest List Polygon.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Could you please add Ruud Jolie to my playlist named Guest List Polygon?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( S ) ) ( . ) )
add this artist named Kirk Hammett to my playlist Party,AddToPlaylist,"[['music_item', 'artist'], ['artist', 'Kirk Hammett'], ['playlist_owner', 'my'], ['playlist', 'Party']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,28,include the artist Kirk Hammett in my Party playlist,( S ( VP ( VB ) ( NP ) ) ),add Kirk Hammett as an artist to my Party playlist,( S ( VP ( VB ) ( NP ) ( PP ) ) ),append this musician called Kirk Hammett to my Party playlist,( S ( VP ( VB ) ( NP ) ( PP ) ) )
I want to put a copy of this tune into Skatepark Punks,AddToPlaylist,"[['music_item', 'tune'], ['playlist', 'Skatepark Punks']]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),SNIPS,29,I would like to add this melody to Skatepark Punks.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Can you please insert this song into Skatepark Punks?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( S ) ) ( . ) ),I'm interested in including this track in Skatepark Punks.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( . ) )
"I would give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6",RateBook,"[['object_name', 'With Lee in Virginia, A Story of the American Civil War'], ['object_part_of_series_type', 'chronicle'], ['rating_value', '4'], ['best_rating', '6']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,30,"I would rate With Lee in Virginia, A Story of the American Civil War book as 4 out of 6",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),"With Lee in Virginia, A Story of the American Civil War has a rating of 4 out of 6 according to my assessment","( S ( PP ( IN ) ( NP ) ) ( , ) ( NP ( NP ) ( PP ) ) ( VP ( VBZ ) ( NP ) ( PP ) ) )","On a scale from one to six, I would give With Lee in Virginia, A Story of the American Civil War chapter four an evaluation score or four","( S ( PP ( IN ) ( NP ) ) ( , ) ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) )"
Rate this album two out of 6,RateBook,"[['object_select', 'this'], ['object_type', 'album'], ['rating_value', 'two'], ['best_rating', '6']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ),SNIPS,31,Give this album a rating of 2 out of 6,( S ( VP ( VB ) ( NP ) ( NP ) ) ),Rate this album with a score of two out of six,( S ( VP ( VB ) ( NP ) ( PP ) ) ),"On a scale from 1 to 6, how would you rate this album as a two?","( FRAG ( PP ( IN ) ( NP ) ) ( , ) ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )"
Give the current part of the saga 4 points out of 6.,RateBook,"[['object_select', 'current'], ['object_part_of_series_type', 'saga'], ['rating_value', '4'], ['rating_unit', 'points'], ['best_rating', '6']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),SNIPS,32,Rate the current episode of the saga with 4 out of 6 points.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Give a score of 4 out of 6 to the latest part of the saga.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Please assign a rating of 4 out of 6 to this installment in the saga.,( S ( INTJ ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
Can you play some fifties music by lavern baker,PlayMusic,"[['year', 'fifties'], ['artist', 'lavern baker']]",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,33,Can you please play some fifties music performed by lavern baker.,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) ),I would like to listen to fifties songs by lavern baker. Could you play them?,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),Is it possible for you to play some lavern baker songs from the fifties?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) )
Play a 1964 track from Shahram Nazeri on Pandora.,PlayMusic,"[['year', '1964'], ['music_item', 'track'], ['artist', 'Shahram Nazeri'], ['service', 'Pandora']]",( S ( VP ( VB ) ( NP ) ) ( . ) ),SNIPS,34,Can you please play a Shahram Nazeri track from 1964 on Pandora?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) ),I would like to listen to a song by Shahram Nazeri from the year 1964 on Pandora.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Could you find and play a track by Shahram Nazeri that was released in 1964 on Pandora?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( CC ) ( VB ) ( NP ) ) ( . ) )
Please play me some Satire music,PlayMusic,"[['genre', 'Satire']]",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),SNIPS,35,Can you play some Satire music for me?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"I would like to hear Satire music, please.",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Could you put on some Satire music?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( PRT ) ( NP ) ) ( . ) )
