input_utterance,utterance_template,intent,seed_id,source,paraphrase_value,paraphrase_template,bertscore,ted,duplicate,semantics,selected_templates_related_paraphrases,ted_to_selected_templates,_is_similar
Let me have top three convenience stores near Newtown,( S ( VP ( VB ) ( S ) ) ),FindStores,17,ParaQuality,Is it possible for you to present a selection of the best three places where I can find convenient products around Newton?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) ),0.8564054,9.0,False,True,"['define dfw', 'Can you tell me the weather forecast for Harrison-Crawford State Forest?']","{'( S ( VP ( VB ) ( NP ) ) )': 8.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False
I want reviews for McDonald's at Kensington st.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ( PP ) ) ( . ) ),GetReviews,18,ParaQuality,Can you tell me what customers are saying about McDonald's at their location in Kensington St.?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) ),0.9016054,4.0,False,True,"['Locate some high-quality pictures that represent the Opera House with dimensions of 1024 pixels by 768 pixels', ""Can you give me the reviews for the McDonald's located at Kensington st.?""]","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
How far is the closest cab,( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( VP ( VBZ ) ( NP ) ) ),FindTaxi,19,ParaQuality,How long would it take to reach a nearby taxi?,( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),0.8904245,4.0,False,True,"['find places with Join the Dots: B-sides and Rarities', 'Can you show me the top three convenience stores close to Newtown?']","{'( S ( VP ( VB ) ( NP ) ) )': 8.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False
Request a taxi from the airport to home,( S ( VP ( VB ) ( NP ) ( PP ) ) ),BookTaxi,20,ParaQuality,Could you assist in finding transportation options available between airports and residential areas?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( PP ) ) ( . ) ),0.86853486,6.0,False,True,"['find places that have Join the Dots: B-sides and Rarities', 'Can you show me the best three convenience stores around Newtown?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 2.0}",True
what is the forecast for colder in Anston,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),GetWeather,22,SNIPS,Do you have any details about how much cooler it will get in Anston according to the forecast?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.88643837,7.0,False,True,"['find showings of The Caretaker at Fox Theatres', ""Could you give me some information about the customer reviews of McDonald's on Kensington St?""]","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 2.0}",True
How hot is it in Pesotum,( SBARQ ( WHADJP ( WRB ) ( JJ ) ) ( VP ( VBZ ) ( NP ) ( PP ) ) ),GetWeather,23,SNIPS,I am curious about how hot it can get in Pesotum.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( . ) ),0.9218797,8.0,False,True,"['find the lowest cost ticket from Denver to Pittsburgh', 'Can you tell me the definition of ls?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),BookRestaurant,24,SNIPS,Are there any pubs or restaurants available which offer choices like italian dressing long with booking service option happening at yyyy/mm/dd targeting parties-of-five members ?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) ),0.8340376,7.0,False,True,"['Find videos on cooking', 'Can you tell me the weather forecast for Harrison-Crawford State Forest?']","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
Book a taverna in Equatorial Guinea this month for nine people.,( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ( . ) ),BookRestaurant,25,SNIPS,"In the city of E.Guinea,I want you book started from the end of April till May 2023","( S ( PP ( IN ) ( NP ) ) ( , ) ( NP ( PRP ) ) ( VP ( VBP ) ( SBAR ) ) )",0.846334,8.0,False,True,"['Find videos about cooking', 'Can you tell me the lowest cost for a single journey from Boston to Baltimore?']","{'( S ( VP ( VB ) ( NP ) ) )': 8.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 9.0}",False
Book a table for eight people please,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),BookRestaurant,26,SNIPS,I need to make arrangements for a table that can accommodate 8 guests.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),0.90004784,6.0,False,True,"['list the airlines that fly from boston to atlanta', 'Can you tell me the proximity of the closest taxi?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
Please add Ruud Jolie to my playlist Guest List Polygon,( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),AddToPlaylist,27,SNIPS,Would it be alright if I added ruould jullie on top of already present songs over at `Guest list polygon` familiarising with genre rock,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( ADJP ) ( SBAR ) ) ),0.832834,6.0,False,True,"[""Drop a message to Phil indicating that I've got your back"", 'Can you show me 5 conference articles on the topic of text mining?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 3.0}",True
add this artist named Kirk Hammett to my playlist Party,( S ( VP ( VB ) ( NP ) ( PP ) ) ),AddToPlaylist,28,SNIPS,Is it possible for you to include an artist called Kirk Hammett into my custom Playlist labeled as 'Party'?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( '' ) ( . ) ),0.89227414,9.0,False,True,"['Find the trending photos tagged as #LOVE', 'Can you show me the best three convenience stores around Newtown?']","{'( S ( VP ( VB ) ( NP ) ) )': 9.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False
I want to put a copy of this tune into Skatepark Punks,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),AddToPlaylist,29,SNIPS,Can you guide me on how I can include this track in Skatepark Punks?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.9086466,6.0,False,True,"['find places where I can access Join the Dots: B-sides and Rarities', 'Can you show me the most recent scientific paper on Machine Learning?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
"I would give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),RateBook,30,SNIPS,Inform me with details regarding Part Four out-of-six story-chronicles named as 'With lee-in-Virginia' detailing accountsof-the-American civil-war,( S ( VP ( VB ) ( NP ) ( PP ) ) ),0.84326077,5.0,False,True,"['discover theaters playing The Caretaker by searching for Fox Theatres', 'Can you tell me the weather forecast for Harrison-Crawford State Forest?']","{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
Rate this album two out of 6,( S ( VP ( VB ) ( NP ) ( NP ) ) ),RateBook,31,SNIPS,"Can you grade, based on your opinion, how good is the song selector's work in that project? I'm thinking using scores from one through are recommended.",( S ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),0.806796,10.0,False,True,"['locate Fox Theatres that are showing The Caretaker', 'Can you tell me the lowest cost for a single journey from Boston to Baltimore?']","{'( S ( VP ( VB ) ( NP ) ) )': 10.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False
Give the current part of the saga 4 points out of 6.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),RateBook,32,SNIPS,I'd like an assessment on how good or bad is currently going by giving it four over six,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),0.8506517,6.0,False,True,"['Find videos about cooking', 'Can you find me the least expensive ticket for a one-way trip from Boston to Baltimore?']","{'( S ( VP ( VB ) ( NP ) ) )': 4.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",False
Can you play some fifties music by lavern baker,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),PlayMusic,33,SNIPS,"Do you have any tracks from the 1950s in your catalog? Specifically, ones sung by artist named Laverne Bakerm",( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ),0.8539235,2.0,False,True,"['Find the trending photos tagged as #LOVE', 'Can you find me any budget-friendly hotels for a 7-day stay in the vicinity of Riverside?']","{'( S ( VP ( VB ) ( NP ) ) )': 4.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 3.0}",True
Play a 1964 track from Shahram Nazeri on Pandora.,( S ( VP ( VB ) ( NP ) ) ( . ) ),PlayMusic,34,SNIPS,Could you please find and play a track released in 1964 featuring artist Shahram Nazari? I prefer listening via Pandora.,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),0.8980728,11.0,False,True,"['Find videos about cooking', 'Can you show me 5 conference articles on the topic of text mining?']","{'( S ( VP ( VB ) ( NP ) ) )': 12.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False
Please play me some Satire music,( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),PlayMusic,35,SNIPS,"Would it be possible for you to find and play some humorous music, like that of the genre called Satire?",( SQ ( MD ) ( NP ( NP ) ) ( VP ( VB ) ( ADJP ) ( SBAR ) ) ( . ) ),0.87377083,7.0,False,True,"['Discover cooking tutorials', 'Can you tell me the current temperature in Pesotum?']","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 3.0}",True
When is Crime and Punishment U.S.A. showing?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ( . ) ),SearchScreeningEvent,36,SNIPS,I would like to know the time for the presentation of Crime and Punishment U.S.A.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),0.90946776,6.0,False,True,"['include Kirk Hammett in my Party playlist', 'Can you tell me the current temperature in Pesotum?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
find Fox Theatres with The Caretaker,( S ( VP ( VB ) ( NP ) ( PP ) ) ),SearchScreeningEvent,37,SNIPS,provide information on theaters named Fox currently stagingThe Carerwith languageCareushi.,( S ( VP ( VB ) ( NP ) ) ( . ) ),0.8513714,2.0,False,True,"['Discover the most popular images with the #LOVE tag', 'Can you find me a pub that serves Italian dressing for a group of 5 people on February 11, 2033?']","{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",True
I would like to watch The Wedding Ring at the movie theatre,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SearchScreeningEvent,38,SNIPS,"I'm keen on watching The wedding ring, could you tell me which cinema is showing it?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )",0.89592844,4.0,False,True,"['define dfw please', 'Can you tell me the current temperature in Pesotum?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
I want to read the book The Lion Sleeps Tonight,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),SearchCreativeWork,39,SNIPS,Can you assist me in locating a copy of the book called The Lion Sleeps Tonight so that I may read it?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ( SBAR ) ) ( . ) ),0.90146935,7.0,False,True,"['find places where I can listen to Join the Dots: B-sides and Rarities', 'Can you tell me the lowest cost for a single journey from Boston to Baltimore?']","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 2.0}",True
Where can I buy a used copy of the game called I Lie Around?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),SearchCreativeWork,41,SNIPS,"Are there any locations around here where one could acquire a secondhand editionof that videogame, 'I Lay Down?'","( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( , ) ( `` ) ( S ) ( . ) ( '' ) ) )",0.88648146,10.0,False,True,"['Find videos on cooking', 'Can you find me the publication called The Lion Sleeps Tonight?']","{'( S ( VP ( VB ) ( NP ) ) )': 9.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False
please give me the cheapest flight from denver to pittsburgh,( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),flight,42,ATIS,Is there a way I can book a cheap flight from Denver to Pittsburgh?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) ),0.90284324,8.0,False,True,"['display the list of airlines operating between Boston and Denver', 'Can you tell me the current temperature in Pesotum?']","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),flight,43,ATIS,"Is it possible for me to book a flight that departs from Milwaukee International Airport (MKE)and arrives atOrlandoInternationalAirport(MCO), offering options of travel during the evening hours ofWednesdayorthe early hours ofThursday?",( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) ),0.8376607,8.0,False,True,"['locate Fox Theatres that are showing The Caretaker', 'Can you tell me the definition of ls?']","{'( S ( VP ( VB ) ( NP ) ) )': 8.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False
what is the lowest fare from denver to pittsburgh,( SBAR ( WHNP ( WP ) ) ( S ( VP ) ) ),airfare,44,ATIS,Find me the best deal for traveling between Denver and Pittsburgh.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.89302206,6.0,False,True,"['Retrieve a handful of lovely photographs that match Opera House, measuring 1024 pixels in width and 768 pixels in height', 'Can you tell me the temperature in Pesotum?']","{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 4.0}",True
what is the cheapest one way fare from boston to baltimore,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),airfare,45,ATIS,Can you help me find the least costly price I can get on a single trip ticket going from boston and heading towards baltimore,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ),0.9043025,5.0,False,True,"['find showtimes for the movie The Caretaker at Fox Theatres', 'Can you tell me the schedule for Crime and Punishment U.S.A.?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 3.0}",True
what is the ground transportation from oakland to san francisco,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),ground_service,46,ATIS,"I'm curious about the types of transport that connect Oakland and San Francisco overland, could you provide some details?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )",0.869608,7.0,False,True,"['list the airlines that fly from boston to atlanta', 'can you give me the forecast for cooler temperatures in Anston?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
can i get a rental car in dallas,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),ground_service,47,ATIS,Please help me find and book a rental car service located in the city of Dallas.,( S ( INTJ ( UH ) ) ( VP ( VB ) ( S ) ) ( . ) ),0.9042719,7.0,False,True,"['list the airlines that fly from boston to atlanta', 'Can you find me the most recent scientific publication about Machine Learning?']","{'( S ( VP ( VB ) ( NP ) ) )': 4.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",False
what airlines fly between boston and atlanta,( SBAR ( WHNP ( WP ) ) ( S ( NP ) ( VP ) ) ),airline,48,ATIS,Tell me about the airline companies with routes between Boston and Atlanta.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.8933865,5.0,False,True,"['find showtimes for the movie The Caretaker at Fox Theatres', 'Can you show me the best three convenience stores around Newtown?']","{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",True
show me the airlines between boston and denver,( S ( VP ( VB ) ( S ) ) ),airline,49,ATIS,Show me a list of all the airline carriers operating between boston and denver,( S ( VP ( VB ) ( NP ) ( NP ) ) ),0.9517401,2.0,False,True,"['Discover cooking tutorials', 'Can you tell me the lowest price for a one-way ticket from Boston to Baltimore?']","{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",True
what does ls stand for,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),abbreviation,50,ATIS,Can you enlighten me on the abbreviation 'ls'?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( . ) ),0.819629,9.0,False,True,"['Compose a comment expressing praise for the excellent voice', 'Can you show me the top three convenience stores close to Newtown?']","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 2.0}",True
what does dfw mean,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),abbreviation,51,ATIS,can you inform me about what does dfw mean?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.91020983,8.0,False,True,"['display the list of airlines operating between Boston and Denver', 'Can you show me the top three convenience stores close to Newtown?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
What is the forecast for Harrison-Crawford State Forest,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),GetWeather,21,SNIPS,Inform me about the projected atmospheric conditions for Harrison-Crawfrod Natural Preserve.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.8873751,6.0,False,True,"['Retrieve 5 conference articles that discuss text mining', 'Can you tell me the current temperature in Pesotum?']","{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",True
Terminate i-a541 now,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),EndEC2Instance,1,ParaQuality,Instantly terminate device with identification code a-1541.,( S ( ADVP ( RB ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.8458848,4.0,False,True,"['Retrieve 5 conference articles that discuss text mining', 'Can you find me the most recent scientific publication about Machine Learning?']","{'( S ( VP ( VB ) ( NP ) ) )': 3.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",True
Search for cooking videos,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),SearchWeb,2,ParaQuality,Explore a variety of cooking video tutorials,( S ( VP ( VB ) ( NP ) ) ),0.9112541,4.0,False,True,"['provide information about airlines servicing the route from Boston to Denver', 'Can you find me any budget-friendly hotels for a 7-day stay in the vicinity of Riverside?']","{'( S ( VP ( VB ) ( NP ) ) )': 0.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
Find most popular photos tagged #LOVE,( S ( S ( VP ) ) ( VP ( VBP ) ) ),SearchWeb,3,ParaQuality,Retrieve highly-regarded images marked with hashtag LOVE,( S ( VP ( VB ) ( NP ) ) ),0.8872824,3.0,False,True,"['provide information about airlines servicing the route from Boston to Denver', 'Can you show me The Wedding Ring movie playing at the cinema?']","{'( S ( VP ( VB ) ( NP ) ) )': 0.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
Search for a few nice photos matching Opera House with size 1024px * 768px,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),SearchWeb,4,ParaQuality,Discover several high-quality visual representations capturing both exterior & interior views showcasing Australia's famous architectural masterpiece; specifically choose those that are at least (W) X(H)pixels in size.,"( S ( S ( VP ) ) ( , ) ( S ( ADVP ) ( VP ) ) ( . ) )",0.84805286,8.0,False,True,"['find showtimes for the movie The Caretaker at Fox Theatres', 'Can you tell me the meaning of ls?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False
